keyword,bill_number
HB1196,HB1196
tech,HB1196
animals,HB1196
cats,HB1196
adoption,HB1196
dogs,HB1196
life,HB1197
tech,HB1197
HB1197,HB1197
aquatic,HB1197
fish,HB1197
life,HB1198
tech,HB1198
aquatic,HB1198
HB1198,HB1198
fish,HB1198
wildlife,HB1199
HB1199,HB1199
tech,HB1199
protection,HB1200
tech,HB1200
wildlife,HB1200
HB1200,HB1200
hunting,HB1200
heritage,HB1200
tech,HB1201
gasoline,HB1201
safety,HB1201
HB1201,HB1201
storage,HB1201
tech,HB1202
HB1202,HB1202
regulation,HB1202
safety,HB1202
fireworks,HB1202
fire,HB1203
tech,HB1203
investigation,HB1203
HB1203,HB1203
safety,HB1203
fire,HB1204
tech,HB1204
service,HB1204
extinguisher,HB1204
safety,HB1204
HB1204,HB1204
fire,HB1205
tech,HB1205
cigarette,HB1205
standard,HB1205
safety,HB1205
HB1205,HB1205
reporting,HB1206
tech,HB1206
burn,HB1206
injury,HB1206
safety,HB1206
HB1206,HB1206
HB1207,HB1207
tech,HB1207
facility,HB1207
safety,HB1207
nuclear,HB1207
management,HB1208
tech,HB1208
radioactive,HB1208
waste,HB1208
low-level,HB1208
HB1208,HB1208
safety,HB1208
tech,HB1209
HB1209,HB1209
radioactive,HB1209
waste,HB1209
safety,HB1209
storage,HB1209
general,HB1210
fund,HB1210
HB1210,HB1210
tech,HB1210
ordinary,HB1210
expenses,HB1210
2,HB1210
appropriates,HB1210
revenue,HB1210
governor,HB1210
fy20,HB1210
its,HB1210
office,HB1210
contingent,HB1210
general,HB1211
fund,HB1211
management,HB1211
tech,HB1211
governor's,HB1211
ordinary,HB1211
budget,HB1211
expenses,HB1211
HB1211,HB1211
2,HB1211
appropriates,HB1211
revenue,HB1211
gomb,HB1211
fy20,HB1211
its,HB1211
office,HB1211
contingent,HB1211
governors,HB1212
general,HB1212
fund,HB1212
university,HB1212
tech,HB1212
ordinary,HB1212
expenses,HB1212
2,HB1212
appropriates,HB1212
gsu,HB1212
revenue,HB1212
fy20,HB1212
its,HB1212
HB1212,HB1212
contingent,HB1212
general,HB1213
fund,HB1213
guardianship,HB1213
tech,HB1213
commission,HB1213
ordinary,HB1213
advocacy,HB1213
expenses,HB1213
2,HB1213
appropriates,HB1213
revenue,HB1213
fy20,HB1213
its,HB1213
gac,HB1213
HB1213,HB1213
contingent,HB1213
general,HB1214
fund,HB1214
comm,HB1214
tech,HB1214
rights,HB1214
commission,HB1214
ordinary,HB1214
HB1214,HB1214
expenses,HB1214
2,HB1214
appropriates,HB1214
revenue,HB1214
fy20,HB1214
human,HB1214
its,HB1214
contingent,HB1214
general,HB1215
fund,HB1215
tech,HB1215
ordinary,HB1215
arts,HB1215
expenses,HB1215
2,HB1215
appropriates,HB1215
revenue,HB1215
fy20,HB1215
its,HB1215
HB1215,HB1215
council,HB1215
contingent,HB1215
general,HB1216
fund,HB1216
icc,HB1216
tech,HB1216
commission,HB1216
ordinary,HB1216
expenses,HB1216
2,HB1216
appropriates,HB1216
revenue,HB1216
fy20,HB1216
HB1216,HB1216
its,HB1216
contingent,HB1216
commerce,HB1216
general,HB1217
fund,HB1217
community,HB1217
tech,HB1217
college,HB1217
ordinary,HB1217
expenses,HB1217
board,HB1217
2,HB1217
appropriates,HB1217
revenue,HB1217
iccb,HB1217
fy20,HB1217
HB1217,HB1217
its,HB1217
contingent,HB1217
general,HB1218
fund,HB1218
tech,HB1218
ordinary,HB1218
plan,HB1218
expenses,HB1218
board,HB1218
chip,HB1218
appropriates,HB1218
2,HB1218
revenue,HB1218
fy20,HB1218
insurance,HB1218
comprehensive,HB1218
its,HB1218
HB1218,HB1218
health,HB1218
contingent,HB1218
HB1219,HB1219
general,HB1219
fund,HB1219
tech,HB1219
ordinary,HB1219
expenses,HB1219
dev,HB1219
disabilities,HB1219
appropriates,HB1219
2,HB1219
revenue,HB1219
fy20,HB1219
its,HB1219
council,HB1219
contingent,HB1219
developmental,HB1219
justice,HB1220
general,HB1220
fund,HB1220
tech,HB1220
info,HB1220
information,HB1220
ordinary,HB1220
crim,HB1220
expenses,HB1220
HB1220,HB1220
2,HB1220
appropriates,HB1220
revenue,HB1220
fy20,HB1220
authority,HB1220
its,HB1220
criminal,HB1220
contingent,HB1220
general,HB1221
fund,HB1221
comm,HB1221
tech,HB1221
deaf,HB1221
commission,HB1221
ordinary,HB1221
expenses,HB1221
HB1221,HB1221
hard,HB1221
hearing,HB1221
2,HB1221
appropriates,HB1221
revenue,HB1221
fy20,HB1221
its,HB1221
contingent,HB1221
educ,HB1222
expenses,HB1222
appropriates,HB1222
fy20,HB1222
educational,HB1222
tech,HB1222
rel,HB1222
general,HB1222
fund,HB1222
ordinary,HB1222
labor,HB1222
2,HB1222
board,HB1222
its,HB1222
contingent,HB1222
relations,HB1222
revenue,HB1222
bd,HB1222
HB1222,HB1222
contingent,HB1223
general,HB1223
fund,HB1223
management,HB1223
tech,HB1223
ordinary,HB1223
expenses,HB1223
emergency,HB1223
2,HB1223
appropriates,HB1223
revenue,HB1223
fy20,HB1223
HB1223,HB1223
its,HB1223
agency,HB1223
iema,HB1223
general,HB1224
fund,HB1224
tech,HB1224
ordinary,HB1224
expenses,HB1224
system,HB1224
assembly,HB1224
2,HB1224
appropriates,HB1224
revenue,HB1224
retirement,HB1224
fy20,HB1224
its,HB1224
ret,HB1224
HB1224,HB1224
contingent,HB1224
gen,HB1224
general,HB1225
fund,HB1225
tech,HB1225
ordinary,HB1225
expenses,HB1225
HB1225,HB1225
assembly,HB1225
2,HB1225
appropriates,HB1225
revenue,HB1225
fy20,HB1225
its,HB1225
contingent,HB1225
gen,HB1225
expenses,HB1226
appropriates,HB1226
executive,HB1226
fy20,HB1226
office,HB1226
ex,HB1226
tech,HB1226
treas,HB1226
general,HB1226
fund,HB1226
ordinary,HB1226
HB1226,HB1226
2,HB1226
its,HB1226
contingent,HB1226
ig,HB1226
inspector,HB1226
revenue,HB1226
treasurer,HB1226
expenses,HB1227
appropriates,HB1227
executive,HB1227
fy20,HB1227
HB1227,HB1227
office,HB1227
ex,HB1227
tech,HB1227
sos,HB1227
general,HB1227
fund,HB1227
ordinary,HB1227
2,HB1227
its,HB1227
secretary,HB1227
contingent,HB1227
ig,HB1227
inspector,HB1227
revenue,HB1227
expenses,HB1228
appropriates,HB1228
executive,HB1228
fy20,HB1228
gov,HB1228
office,HB1228
ex,HB1228
tech,HB1228
governor,HB1228
general,HB1228
fund,HB1228
ordinary,HB1228
2,HB1228
its,HB1228
contingent,HB1228
ig,HB1228
inspector,HB1228
revenue,HB1228
HB1228,HB1228
il,HB1229
expenses,HB1229
appropriates,HB1229
fy20,HB1229
tech,HB1229
development,HB1229
general,HB1229
fund,HB1229
ordinary,HB1229
economic,HB1229
2,HB1229
authority,HB1229
its,HB1229
auth,HB1229
eastern,HB1229
contingent,HB1229
HB1229,HB1229
econ,HB1229
dev,HB1229
revenue,HB1229
e,HB1229
general,HB1230
fund,HB1230
tech,HB1230
epa,HB1230
environmental,HB1230
ordinary,HB1230
expenses,HB1230
HB1230,HB1230
2,HB1230
appropriates,HB1230
revenue,HB1230
fy20,HB1230
its,HB1230
agency,HB1230
protection,HB1230
contingent,HB1230
general,HB1231
fund,HB1231
tech,HB1231
commission,HB1231
envir,HB1231
environmental,HB1231
ordinary,HB1231
expenses,HB1231
2,HB1231
appropriates,HB1231
revenue,HB1231
trust,HB1231
fy20,HB1231
protect,HB1231
HB1231,HB1231
its,HB1231
protection,HB1231
contingent,HB1231
general,HB1232
ex,HB1232
fund,HB1232
ethics,HB1232
tech,HB1232
commission,HB1232
ordinary,HB1232
expenses,HB1232
2,HB1232
appropriates,HB1232
revenue,HB1232
executive,HB1232
fy20,HB1232
HB1232,HB1232
its,HB1232
contingent,HB1232
expenses,HB1233
appropriates,HB1233
executive,HB1233
fy20,HB1233
office,HB1233
ex,HB1233
tech,HB1233
attorney,HB1233
general,HB1233
fund,HB1233
ordinary,HB1233
2,HB1233
its,HB1233
contingent,HB1233
ag,HB1233
ig,HB1233
inspector,HB1233
revenue,HB1233
HB1233,HB1233
expenses,HB1234
compt,HB1234
appropriates,HB1234
executive,HB1234
fy20,HB1234
office,HB1234
ex,HB1234
HB1234,HB1234
tech,HB1234
general,HB1234
fund,HB1234
ordinary,HB1234
2,HB1234
its,HB1234
contingent,HB1234
ig,HB1234
inspector,HB1234
revenue,HB1234
comptroller,HB1234
university,HB1235
general,HB1235
fund,HB1235
tech,HB1235
ordinary,HB1235
expenses,HB1235
HB1235,HB1235
2,HB1235
appropriates,HB1235
revenue,HB1235
eiu,HB1235
fy20,HB1235
its,HB1235
eastern,HB1235
contingent,HB1235
general,HB1236
fund,HB1236
env,HB1236
tech,HB1236
response,HB1236
ordinary,HB1236
environmental,HB1236
expenses,HB1236
2,HB1236
appropriates,HB1236
revenue,HB1236
trust,HB1236
fy20,HB1236
HB1236,HB1236
its,HB1236
council,HB1236
drycleaner,HB1236
contingent,HB1236
general,HB1237
fund,HB1237
tech,HB1237
ordinary,HB1237
expenses,HB1237
department,HB1237
2,HB1237
appropriates,HB1237
revenue,HB1237
fy20,HB1237
idph,HB1237
HB1237,HB1237
its,HB1237
public,HB1237
health,HB1237
contingent,HB1237
general,HB1238
fund,HB1238
tech,HB1238
ordinary,HB1238
HB1238,HB1238
expenses,HB1238
department,HB1238
2,HB1238
appropriates,HB1238
revenue,HB1238
fy20,HB1238
its,HB1238
dept,HB1238
contingent,HB1238
general,HB1239
fund,HB1239
tech,HB1239
ordinary,HB1239
expenses,HB1239
st,HB1239
department,HB1239
2,HB1239
appropriates,HB1239
revenue,HB1239
HB1239,HB1239
fy20,HB1239
its,HB1239
dept,HB1239
police,HB1239
contingent,HB1239
general,HB1240
fund,HB1240
ordinary,HB1240
HB1240,HB1240
expenses,HB1240
department,HB1240
2,HB1240
appropriates,HB1240
revenue,HB1240
fy20,HB1240
its,HB1240
lottery,HB1240
dept,HB1240
contingent,HB1240
idot,HB1241
general,HB1241
fund,HB1241
tech,HB1241
ordinary,HB1241
expenses,HB1241
department,HB1241
2,HB1241
appropriates,HB1241
revenue,HB1241
HB1241,HB1241
fy20,HB1241
its,HB1241
transportation,HB1241
contingent,HB1241
general,HB1242
fund,HB1242
tech,HB1242
ordinary,HB1242
expenses,HB1242
aging,HB1242
department,HB1242
2,HB1242
appropriates,HB1242
revenue,HB1242
fy20,HB1242
its,HB1242
HB1242,HB1242
dept,HB1242
contingent,HB1242
HB1243,HB1243
general,HB1243
fund,HB1243
affairs,HB1243
tech,HB1243
ordinary,HB1243
expenses,HB1243
department,HB1243
2,HB1243
appropriates,HB1243
revenue,HB1243
fy20,HB1243
veterans,HB1243
its,HB1243
dept,HB1243
contingent,HB1243
general,HB1244
fund,HB1244
tech,HB1244
ordinary,HB1244
expenses,HB1244
dnr,HB1244
department,HB1244
2,HB1244
appropriates,HB1244
revenue,HB1244
natural,HB1244
HB1244,HB1244
fy20,HB1244
its,HB1244
resources,HB1244
contingent,HB1244
military,HB1245
general,HB1245
fund,HB1245
affairs,HB1245
tech,HB1245
ordinary,HB1245
expenses,HB1245
department,HB1245
2,HB1245
appropriates,HB1245
revenue,HB1245
mil,HB1245
fy20,HB1245
aff,HB1245
its,HB1245
dept,HB1245
HB1245,HB1245
contingent,HB1245
general,HB1246
fund,HB1246
tech,HB1246
ordinary,HB1246
expenses,HB1246
labor,HB1246
2,HB1246
appropriates,HB1246
revenue,HB1246
department,HB1246
fy20,HB1246
HB1246,HB1246
its,HB1246
dept,HB1246
contingent,HB1246
justice,HB1247
general,HB1247
fund,HB1247
tech,HB1247
ordinary,HB1247
expenses,HB1247
department,HB1247
2,HB1247
appropriates,HB1247
revenue,HB1247
fy20,HB1247
HB1247,HB1247
its,HB1247
juvenile,HB1247
dept,HB1247
contingent,HB1247
general,HB1248
fund,HB1248
tech,HB1248
ordinary,HB1248
expenses,HB1248
HB1248,HB1248
department,HB1248
2,HB1248
appropriates,HB1248
revenue,HB1248
fy20,HB1248
insurance,HB1248
its,HB1248
dept,HB1248
contingent,HB1248
general,HB1249
fund,HB1249
tech,HB1249
innovation,HB1249
ordinary,HB1249
expenses,HB1249
department,HB1249
2,HB1249
appropriates,HB1249
revenue,HB1249
technology,HB1249
fy20,HB1249
HB1249,HB1249
its,HB1249
contingent,HB1249
general,HB1250
fund,HB1250
tech,HB1250
ordinary,HB1250
services,HB1250
expenses,HB1250
HB1250,HB1250
department,HB1250
2,HB1250
appropriates,HB1250
revenue,HB1250
fy20,HB1250
human,HB1250
its,HB1250
dhs,HB1250
contingent,HB1250
tech,HB1251
HB1251,HB1251
control,HB1251
1934,HB1251
liquor,HB1251
HB1252,HB1252
tech,HB1252
control,HB1252
1934,HB1252
liquor,HB1252
tech,HB1253
control,HB1253
1934,HB1253
HB1253,HB1253
liquor,HB1253
tech,HB1254
control,HB1254
1934,HB1254
HB1254,HB1254
liquor,HB1254
HB1255,HB1255
tech,HB1255
control,HB1255
1934,HB1255
liquor,HB1255
tech,HB1256
control,HB1256
1934,HB1256
HB1256,HB1256
liquor,HB1256
tech,HB1257
control,HB1257
HB1257,HB1257
1934,HB1257
liquor,HB1257
tech,HB1258
control,HB1258
1934,HB1258
HB1258,HB1258
liquor,HB1258
tech,HB1259
control,HB1259
HB1259,HB1259
1934,HB1259
liquor,HB1259
tech,HB1260
HB1260,HB1260
license,HB1260
tax,HB1260
gaming,HB1260
bingo,HB1260
tech,HB1261
pull,HB1261
gaming,HB1261
jar,HB1261
HB1261,HB1261
tabs,HB1261
games,HB1261
tech,HB1262
HB1262,HB1262
gaming,HB1262
raffles,HB1262
poker,HB1262
runs,HB1262
tech,HB1263
gaming,HB1263
gambling,HB1263
HB1263,HB1263
riverboat,HB1263
tech,HB1264
gaming,HB1264
gambling,HB1264
HB1264,HB1264
riverboat,HB1264
tech,HB1265
gaming,HB1265
gambling,HB1265
HB1265,HB1265
riverboat,HB1265
racing,HB1266
tech,HB1266
HB1266,HB1266
gaming,HB1266
horse,HB1266
1975,HB1266
racing,HB1267
tech,HB1267
HB1267,HB1267
gaming,HB1267
horse,HB1267
1975,HB1267
practice,HB1268
tech,HB1268
social,HB1268
clinical,HB1268
work,HB1268
regulation,HB1268
HB1268,HB1268
embalming,HB1269
tech,HB1269
fluid,HB1269
regulation,HB1269
HB1269,HB1269
tech,HB1270
burial,HB1270
funds,HB1270
HB1270,HB1270
funeral,HB1270
regulation,HB1270
1987,HB1271
practice,HB1271
tech,HB1271
HB1271,HB1271
regulation,HB1271
medical,HB1271
massage,HB1272
tech,HB1272
licensing,HB1272
HB1272,HB1272
regulation,HB1272
background,HB1273
tech,HB1273
care,HB1273
worker,HB1273
HB1273,HB1273
regulation,HB1273
health,HB1273
check,HB1273
tech,HB1274
right,HB1274
know,HB1274
HB1274,HB1274
regulation,HB1274
patients,HB1274
HB1275,HB1275
tech,HB1275
disciplinary,HB1275
licensing,HB1275
home,HB1275
administrators,HB1275
regulation,HB1275
nursing,HB1275
practice,HB1276
tech,HB1276
HB1276,HB1276
therapy,HB1276
regulation,HB1276
occupational,HB1276
tech,HB1277
therapy,HB1277
HB1277,HB1277
regulation,HB1277
physical,HB1277
1987,HB1278
practice,HB1278
tech,HB1278
HB1278,HB1278
physician,HB1278
regulation,HB1278
assistant,HB1278
tech,HB1279
offender,HB1279
evaluation,HB1279
sex,HB1279
HB1279,HB1279
provider,HB1279
regulation,HB1279
treatment,HB1279
practice,HB1280
tech,HB1280
veterinary,HB1280
surgery,HB1280
HB1280,HB1280
regulation,HB1280
2004,HB1280
medicine,HB1280
tech,HB1281
counselor,HB1281
HB1281,HB1281
licensing,HB1281
regulation,HB1281
genetic,HB1281
telehealth,HB1282
tech,HB1282
HB1282,HB1282
regulation,HB1282
HB1283,HB1283
tech,HB1283
carnival,HB1283
regulation,HB1283
HB1284,HB1284
explosives,HB1284
tech,HB1284
regulation,HB1284
fire,HB1285
employee,HB1285
equipment,HB1285
tech,HB1285
HB1285,HB1285
distributor,HB1285
regulation,HB1285
2011,HB1285
disposal,HB1286
sewage,HB1286
tech,HB1286
HB1286,HB1286
licensing,HB1286
regulation,HB1286
private,HB1286
tech,HB1287
control,HB1287
HB1287,HB1287
pest,HB1287
regulation,HB1287
structural,HB1287
elevator,HB1288
tech,HB1288
HB1288,HB1288
regulation,HB1288
safety,HB1288
tech,HB1289
licensing,HB1289
HB1289,HB1289
roofing,HB1289
regulation,HB1289
industry,HB1289
water,HB1290
HB1290,HB1290
contractor's,HB1290
tech,HB1290
installation,HB1290
license,HB1290
well,HB1290
pump,HB1290
regulation,HB1290
racing,HB1291
tech,HB1291
gaming,HB1291
horse,HB1291
HB1291,HB1291
1975,HB1291
racing,HB1292
tech,HB1292
gaming,HB1292
horse,HB1292
HB1292,HB1292
1975,HB1292
tech,HB1293
control,HB1293
1934,HB1293
HB1293,HB1293
liquor,HB1293
tech,HB1294
HB1294,HB1294
control,HB1294
1934,HB1294
liquor,HB1294
tech,HB1295
liquor,HB1295
control,HB1295
1934,HB1295
HB1295,HB1295
tech,HB1296
control,HB1296
1934,HB1296
HB1296,HB1296
liquor,HB1296
warehouses,HB1297
grain,HB1297
tech,HB1297
HB1297,HB1297
warehouses,HB1298
grain,HB1298
tech,HB1298
HB1298,HB1298
HB1299,HB1299
public,HB1299
aid,HB1299
tech,HB1299
HB1300,HB1300
public,HB1300
aid,HB1300
tech,HB1300
public,HB1301
aid,HB1301
tech,HB1301
HB1301,HB1301
public,HB1302
aid,HB1302
tech,HB1302
HB1302,HB1302
public,HB1303
aid,HB1303
tech,HB1303
HB1303,HB1303
HB1304,HB1304
public,HB1304
aid,HB1304
tech,HB1304
HB1305,HB1305
public,HB1305
aid,HB1305
tech,HB1305
public,HB1306
HB1306,HB1306
aid,HB1306
tech,HB1306
public,HB1307
aid,HB1307
tech,HB1307
HB1307,HB1307
HB1308,HB1308
public,HB1308
aid,HB1308
tech,HB1308
public,HB1309
aid,HB1309
tech,HB1309
HB1309,HB1309
HB1310,HB1310
public,HB1310
aid,HB1310
tech,HB1310
HB1311,HB1311
public,HB1311
aid,HB1311
tech,HB1311
public,HB1312
HB1312,HB1312
aid,HB1312
tech,HB1312
housing,HB1313
tech,HB1313
HB1313,HB1313
tech,HB1314
assistance,HB1314
HB1314,HB1314
homebuyer,HB1314
teacher,HB1314
housing,HB1314
corporation,HB1315
tech,HB1315
HB1315,HB1315
neighborhood,HB1315
urban,HB1315
problems,HB1315
redevelopment,HB1315
1961,HB1316
tech,HB1316
renewal,HB1316
consolidation,HB1316
urban,HB1316
problems,HB1316
HB1316,HB1316
protective,HB1317
adult,HB1317
tech,HB1317
services,HB1317
aging,HB1317
HB1317,HB1317
courts,HB1318
tech,HB1318
judicial,HB1318
HB1318,HB1318
vacancies,HB1318
courts,HB1319
tech,HB1319
judicial,HB1319
HB1319,HB1319
vacancies,HB1319
courts,HB1320
tech,HB1320
court,HB1320
reporters,HB1320
HB1320,HB1320
courts,HB1321
HB1321,HB1321
tech,HB1321
judicial,HB1321
privacy,HB1321
justice,HB1322
courts,HB1322
tech,HB1322
access,HB1322
HB1322,HB1322
courts,HB1323
HB1323,HB1323
tech,HB1323
clerks,HB1323
resolution,HB1324
dispute,HB1324
tech,HB1324
uniform,HB1324
arbitration,HB1324
alt,HB1324
HB1324,HB1324
resolution,HB1325
dispute,HB1325
mediation,HB1325
tech,HB1325
uniform,HB1325
alt,HB1325
HB1325,HB1325
notices,HB1326
tech,HB1326
notice,HB1326
publication,HB1326
HB1326,HB1326
notices,HB1327
tech,HB1327
notice,HB1327
HB1327,HB1327
newspaper,HB1327
legal,HB1327
HB1328,HB1328
2012,HB1328
criminal,HB1328
tech,HB1328
2012,HB1329
criminal,HB1329
tech,HB1329
HB1329,HB1329
HB1330,HB1330
2012,HB1330
criminal,HB1330
tech,HB1330
2012,HB1331
criminal,HB1331
tech,HB1331
HB1331,HB1331
2012,HB1332
criminal,HB1332
tech,HB1332
HB1332,HB1332
2012,HB1333
criminal,HB1333
tech,HB1333
HB1333,HB1333
2012,HB1334
criminal,HB1334
tech,HB1334
HB1334,HB1334
courts,HB1335
HB1335,HB1335
tech,HB1335
circuit,HB1335
HB1336,HB1336
courts,HB1336
tech,HB1336
circuit,HB1336
courts,HB1337
HB1337,HB1337
tech,HB1337
circuit,HB1337
courts,HB1338
tech,HB1338
circuit,HB1338
HB1338,HB1338
HB1339,HB1339
courts,HB1339
tech,HB1339
circuit,HB1339
courts,HB1340
apportionment,HB1340
HB1340,HB1340
tech,HB1340
judicial,HB1340
circuits,HB1340
2005,HB1340
courts,HB1341
supreme,HB1341
tech,HB1341
court,HB1341
historic,HB1341
preservation,HB1341
HB1341,HB1341
courts,HB1342
supreme,HB1342
tech,HB1342
court,HB1342
HB1342,HB1342
building,HB1342
courts,HB1343
supreme,HB1343
tech,HB1343
court,HB1343
HB1343,HB1343
automated,HB1344
systems,HB1344
traffic,HB1344
tech,HB1344
control,HB1344
HB1344,HB1344
maintenance,HB1344
construction,HB1344
zones,HB1344
highway,HB1344
transportation,HB1344
transportation,HB1345
vehicle,HB1345
tech,HB1345
HB1345,HB1345
transportation,HB1346
vehicle,HB1346
HB1346,HB1346
tech,HB1346
transportation,HB1347
vehicle,HB1347
tech,HB1347
HB1347,HB1347
HB1348,HB1348
transportation,HB1348
vehicle,HB1348
tech,HB1348
transportation,HB1349
vehicle,HB1349
tech,HB1349
HB1349,HB1349
transportation,HB1350
vehicle,HB1350
tech,HB1350
HB1350,HB1350
transportation,HB1351
vehicle,HB1351
